-1.691,-2.426,1.44,-2.688,2.24,-2.577,1.541,-0.045,-1.093,-0.498,1,0,0,0,0,0,0
1.337,-0.014,-1.134,1.714,1.821,-1.989,-1.056,-1.823,2.408,0.906,1,0,0,0,0,0,0
-0.278,0.169,-2.756,-0.819,2.074,2.179,-0.616,1.405,-2.847,0.325,1,0,0,0,0,0,0
1.156,1.827,1.084,-0.675,-2.409,2.97,1.037,-1.972,-0.191,1.514,1,0,0,0,0,0,0
-2.849,-2.715,0.909,-0.211,2.05,-2.632,1.746,-0.534,1.426,-1.512,1,0,0,0,0,0,0
1.217,-1.706,2.268,1.426,-1.103,0.105,1.989,-0.314,2.764,1.038,1,0,0,0,0,0,0
-1.125,0.951,-0.816,0.893,1.702,-2.284,1.193,2.67,-2.984,0.152,1,0,0,0,0,0,0
-0.433,-0.183,2.558,-0.347,0.043,-1.364,2.058,0.222,-0.606,0.871,1,0,0,0,0,0,0
1.844,0.13,2.93,-1.708,-0.522,-2.607,2.233,-0.981,-0.23,2.46,1,0,0,0,0,0,0
2.868,-2.627,0.966,-1.515,-0.871,1.653,0.344,-1.137,-2.38,1.147,1,0,0,0,0,0,0
1.596,1.186,-2.124,-1.869,1.475,1.491,-2.356,1.071,1.893,-1.123,1,0,0,0,0,0,0
-2.23,1.836,-0.99,-1.918,-2.541,1.791,2.562,-0.379,1.851,-0.198,1,0,0,0,0,0,0
2.954,-0.244,1.28,-0.776,0.698,-0.375,0.24,-0.176,-2.744,-1.298,1,0,0,0,0,0,0
-0.756,-0.743,-1.861,2.817,-2.339,1.97,1.366,1.993,-1.909,1.266,1,0,0,0,0,0,0
1.622,1.609,-1.191,-0.11,0.59,-1.168,0.213,-0.468,1.363,2.092,1,0,0,0,0,0,0
-2.053,-2.507,0.599,2.628,-2.962,-2.687,1.326,2.126,-0.857,-1.223,1,0,0,0,0,0,0
2.131,2.688,-1.192,0.926,-1.712,-2.201,2.209,0.418,-0.818,2.733,1,0,0,0,0,0,0
-0.182,-2.353,-0.966,-0.027,-1.524,2.276,-1.049,2.827,2.992,-1.689,1,0,0,0,0,0,0
1.16,-0.853,-1.838,-0.056,-1.367,2.81,-2.182,2.425,1.748,0.237,1,0,0,0,0,0,0
1.387,1.768,2.448,1.031,-0.802,-0.696,1.115,0.351,1.887,0.549,1,0,0,0,0,0,0
-2.339,-1.915,-0.614,0.845,-2.308,-0.141,-1.046,1.03,-1.25,-1.636,1,0,0,0,0,0,0
1.014,2.629,1.71,-1.397,-1.28,1.46,-1.697,2.335,2.552,-2.593,1,0,0,0,0,0,0
2.423,-0.429,-1.038,-2.935,0.161,1.912,-0.063,-1.176,2.346,-2.478,1,0,0,0,0,0,0
-1.903,2.95,-0.644,-2.346,-1.442,0.308,2.267,-1.369,2.996,1.925,1,0,0,0,0,0,0
-0.184,0.383,0.151,-1.981,-0.948,1.232,-0.665,0.499,-1.523,1.305,1,0,0,0,0,0,0
-1.018,-0.386,2.2,1.93,1.543,2.212,1.398,-0.337,2.464,-0.326,1,0,0,0,0,0,0
2.318,-0.512,-0.544,0.587,0.571,-0.912,-0.594,-2.314,2.643,-1.346,1,0,0,0,0,0,0
-2.405,-1.485,0.716,0.278,2.681,0.179,-1.896,2.268,-2.73,0.599,1,0,0,0,0,0,0
0.154,2.371,0.072,1.66,2.627,0.916,-1.446,-1.956,-2.306,0.659,1,0,0,0,0,0,0
-0.173,0.098,-2.094,1.309,1.907,-1.431,0.238,-0.43,-2.754,-1.121,1,0,0,0,0,0,0
0.14,0.72,0.77,-0.624,-2.538,2.663,1.828,-0.521,-1.068,-0.555,1,0,0,0,0,0,0
2.455,-2.157,-1.949,2.669,-2.32,-0.023,-1.255,-2.757,0.729,2.72,1,0,0,0,0,0,0
-2.697,-2.821,-2.548,1.337,-1.904,1.872,-0.049,0.419,-0.876,1.684,1,0,0,0,0,0,0
1.822,1.268,2.218,-1.55,-0.021,1.002,1.387,0.152,0.073,2.907,1,0,0,0,0,0,0
0.229,-0.916,-0.24,0.913,2.799,0.649,-1.682,0.75,-2.181,0.693,1,0,0,0,0,0,0
-2.774,0.876,-1.205,1.645,2.383,1.779,0.954,0.804,2.156,-2.325,1,0,0,0,0,0,0
-2.848,2.184,0.817,-0.594,1.462,-0.69,-2.075,2.013,0.713,0.707,1,0,0,0,0,0,0
1.453,-1.612,1.01,-0.508,-0.658,2.219,1.951,0.81,0.193,2.577,1,0,0,0,0,0,0
0.808,-0.735,1.519,0.213,-2.867,1.012,-0.869,-2.978,-0.207,-0.903,1,0,0,0,0,0,0
1.062,-2.004,0.671,1.041,1.995,-0.847,-1.596,-0.66,-0.32,2.531,1,0,0,0,0,0,0
-1.235,-2.062,-0.507,-0.567,2.29,-1.45,-2.884,-1.696,1.722,1.226,1,0,0,0,0,0,0
-1.24,2.47,0.849,-1.849,-1.968,-2.863,0.603,-1.022,2.425,-0.316,1,0,0,0,0,0,0
-0.831,-2.473,0.935,-1.694,-2.985,-1.105,-1.155,2.633,-1.18,1.527,1,0,0,0,0,0,0
0.794,-1.729,0.323,1.108,1.565,-0.908,-0.932,-2.294,1.167,-2.173,1,0,0,0,0,0,0
0.274,-2.259,1.913,-1.425,-1.246,-1.029,0.688,-0.463,-0.547,-0.618,1,0,0,0,0,0,0
-0.783,-2.859,1.552,0.769,1.474,-2.478,-0.848,-1.93,1.295,-2.925,1,0,0,0,0,0,0
-0.016,1.235,0.563,-1.269,1.582,2.512,-1.498,0.447,1.615,-0.2,1,0,0,0,0,0,0
1.145,-2.054,1.14,-2.024,-1.449,2.406,2.239,-2.483,0.836,-0.162,1,0,0,0,0,0,0
-2.462,0.806,2.75,-0.853,1.413,-1.034,2.433,0.202,1.663,-1.529,1,0,0,0,0,0,0
2.169,-1.354,1.647,-2.653,0.368,0.337,-1.639,1.108,2.233,-1.079,1,0,0,0,0,0,0
-1.758,-1.896,1.448,0.557,-0.328,-0.665,-1.231,1.328,-1.632,2.42,1,0,0,0,0,0,0
-2.771,-0.43,0.031,1.612,-0.037,-2.657,0.458,-1.606,1.958,-1.217,1,0,0,0,0,0,0
-2.44,0.192,1.087,-2.457,0.822,0.524,-2.271,-0.838,-1.633,-0.956,1,0,0,0,0,0,0
-1.974,2.011,0.168,-2.857,-0.923,-1.106,-2.883,-0.782,2.268,0.813,1,0,0,0,0,0,0
1.014,0.065,1.892,-2.16,-1.572,1.776,-0.092,1.66,-1.718,0.068,1,0,0,0,0,0,0
0.795,-0.801,2.932,-0.645,1.839,-1.448,1.121,0.662,1.727,-2.79,1,0,0,0,0,0,0
0.458,-1.843,2.49,0.191,-1.811,-1.354,1.736,-1.749,-2.249,-0.287,1,0,0,0,0,0,0
0.133,-0.325,-1.302,-1.359,-0.784,2.679,1.348,-0.696,2.218,-2.169,1,0,0,0,0,0,0
1.864,2.047,-0.326,2.147,0.045,1.375,2.669,0.737,-0.8,-1.82,1,0,0,0,0,0,0
-1.159,-2.995,0.123,-2.041,2.12,0.423,1.838,2.928,-2.722,1.885,1,0,0,0,0,0,0
-0.353,-0.875,2.527,-0.648,1.293,-2.786,1.17,-1.674,2.823,2.208,1,0,0,0,0,0,0
